1,1,121.8,335.1,132.70999999999998,58.19999999999999,1,1,1.0
1,2,733.8,266.24,71.2700000000001,37.50999999999999,1,1,1.0
1,3,209.0,250.67,94.0,41.33000000000001,1,1,1.0
2,1,99.0,339.0,135.9,58.0,1,1,1.0
2,2,720.0,268.0,71.0,39.60000000000002,1,1,1.0
2,3,207.0,252.0,94.60000000000002,41.0,1,1,1.0
3,1,76.0,343.0,138.9,58.0,1,1,1.0
3,2,708.0,271.0,72.89999999999998,39.0,1,1,1.0
3,3,207.0,252.6,94.0,38.400000000000006,1,1,1.0
4,1,50.1,347.0,142.70000000000002,58.0,1,1,1.0
4,2,694.0,273.0,74.20000000000005,39.0,1,1,1.0
4,3,207.0,251.9,96.60000000000002,39.099999999999994,1,1,1.0
5,1,22.8,351.0,148.0,58.60000000000002,1,1,1.0
5,2,678.4,275.0,76.80000000000007,39.0,1,1,1.0
5,3,206.9,251.9,95.99999999999997,39.099999999999994,1,1,1.0
6,1,0.0,351.5,146.8,64.39999999999998,1,1,1.0
6,2,664.8,275.1,76.80000000000007,40.89999999999998,1,1,1.0
6,3,207.6,252.4,94.70000000000002,39.70000000000002,1,1,1.0
7,1,0.0,356.05,123.93,63.849999999999966,1,1,1.0
7,2,649.5,279.0,78.70000000000005,41.60000000000002,1,1,1.0
7,3,207.95,251.76,94.0,41.0,1,1,1.0
8,1,0.0,359.1,100.6,67.69999999999999,1,1,1.0
8,2,636.1,277.5,79.39999999999998,43.5,1,1,1.0
8,3,209.89,252.7,94.0,41.0,1,1,1.0
9,1,0.0,363.27,77.29,58.0,1,1,1.0
9,2,620.5,282.05,82.69000000000005,42.849999999999966,1,1,1.0
9,3,209.59,253.1,93.99999999999997,39.66,1,1,1.0
10,1,0.0,367.48,49.46,58.0,1,1,1.0
10,2,604.5,283.76,82.69000000000005,42.84000000000003,1,1,1.0
10,3,209.24,252.7,94.0,41.0,1,1,1.0
11,1,0.0,376.74,26.69,52.860000000000014,1,1,1.0
11,2,589.2,283.22,85.92999999999995,46.77999999999997,1,1,1.0
11,3,209.59,251.76,93.99999999999997,41.0,1,1,1.0
12,2,574.9,285.16,87.18000000000006,46.73999999999995,1,1,1.0
12,3,207.0,254.0,94.0,41.0,1,1,1.0
13,2,558.2,289.76,87.88,41.639999999999986,1,1,1.0
13,3,207.0,255.0,94.0,41.0,1,1,1.0
14,2,545.2,289.52,83.92999999999995,42.879999999999995,1,1,1.0
14,3,207.0,255.0,94.0,41.0,1,1,1.0
15,2,526.9,292.52,89.12,46.08000000000004,1,1,1.0
