1,1,55.0,60.67,120.66999999999999,56.66,1,1,1.0
1,2,0.0,13.47,17.53,30.0,1,1,1.0
1,3,311.1,0.0,399.37,112.9,1,1,1.0
1,4,96.27,0.0,223.10000000000002,62.16,1,1,1.0
2,1,35.4,57.1,119.6,56.660000000000004,1,1,1.0
2,2,0.0,17.0,9.6,26.47,1,1,1.0
2,3,311.1,0.0,398.98,112.9,1,1,1.0
2,4,96.27,0.0,222.66000000000003,62.16,1,1,1.0
3,1,19.2,56.33,114.2,52.769999999999996,1,1,1.0
3,2,0.0,24.9,4.4,13.800000000000004,1,1,1.0
3,3,311.1,0.0,398.6,112.9,1,1,1.0
3,4,96.27,0.0,222.22000000000003,62.16,1,1,1.0
4,1,4.3,51.16,108.4,52.77000000000001,1,1,1.0
4,3,311.1,0.0,397.79999999999995,112.9,1,1,1.0
4,4,96.27,0.0,221.77000000000004,62.16,1,1,1.0
5,1,0.0,50.49,93.7,48.910000000000004,1,1,1.0
5,3,311.1,0.0,396.29999999999995,112.9,1,1,1.0
5,4,96.27,0.0,221.33000000000004,62.16,1,1,1.0
6,1,0.0,46.64,75.2,48.900000000000006,1,1,1.0
6,3,311.1,0.0,395.4,112.9,1,1,1.0
6,4,96.27,0.0,220.88,62.16,1,1,1.0
7,1,0.0,44.9,59.1,46.199999999999996,1,1,1.0
7,3,311.1,0.0,394.5,112.9,1,1,1.0
7,4,96.27,0.0,220.43,62.16,1,1,1.0
8,1,0.0,40.9,41.2,45.4,1,1,1.0
8,3,309.1,0.0,395.5,111.9,1,1,1.0
8,4,96.27,0.0,220.08000000000004,62.16,1,1,1.0
9,1,0.0,44.2,25.9,37.3,1,1,1.0
9,3,307.1,0.0,396.5,110.9,1,1,1.0
9,4,96.27,0.0,219.73000000000002,62.16,1,1,1.0
10,1,0.0,48.1,13.0,26.999999999999993,1,1,1.0
10,3,307.08,0.17,396.42,110.75,1,1,1.0
10,4,96.39,0.17,219.61,62.129999999999995,1,1,1.0
10,5,915.86,197.6,44.139999999999986,59.440000000000026,1,1,1.0
11,3,307.07,0.33,396.33,110.60000000000001,1,1,1.0
11,4,96.52,0.33,219.48000000000002,62.11,1,1,1.0
11,5,870.4,183.5,89.60000000000002,83.30000000000001,1,1,1.0
12,3,307.05,0.5,396.24999999999994,110.45,1,1,1.0
12,4,96.64,0.5,219.36,62.08,1,1,1.0
12,5,823.1,170.7,136.89999999999998,90.10000000000002,1,1,1.0
13,3,307.03,0.67,396.1700000000001,110.3,1,1,1.0
13,4,96.76,0.67,219.24,62.05,1,1,1.0
13,5,777.4,160.1,182.60000000000002,100.70000000000002,1,1,1.0
14,3,307.02,0.83,396.08000000000004,110.15,1,1,1.0
14,4,96.88,0.83,219.12,62.03,1,1,1.0
14,5,736.3,151.2,223.70000000000005,120.30000000000001,1,1,1.0
14,6,0.0,177.82,15.93,49.09,1,1,1.0
15,3,307.0,1.0,396.0,110.0,1,1,1.0
15,4,97.0,1.0,219.0,62.0,1,1,1.0
15,5,697.2,144.7,262.79999999999995,114.60000000000002,1,1,1.0
15,6,0.0,163.5,32.9,77.69999999999999,1,1,1.0
16,3,307.0,1.0,396.0,110.0,1,1,1.0
16,4,97.0,1.0,219.0,62.0,1,1,1.0
16,5,657.42,134.95,272.98,113.75,1,1,1.0
16,6,0.0,166.2,52.5,92.0,1,1,1.0
17,3,307.0,1.0,396.0,110.0,1,1,1.0
17,4,97.0,1.0,219.0,62.0,1,1,1.0
17,5,618.8,130.2,260.47,108.4,1,1,1.0
17,6,0.0,166.2,73.0,102.69999999999999,1,1,1.0
18,3,307.0,1.0,396.0,110.0,1,1,1.0
18,4,98.0,1.0,219.0,62.0,1,1,1.0
18,5,585.4,119.86,248.0,110.14,1,1,1.0
18,6,0.0,166.2,94.4,114.30000000000001,1,1,1.0
